Academic percentage in Operating Systems,Percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,Hackathons,Coding skills rating,Public speaking points,Can work long time before system?,Self-learning capability?,Extra-courses did,Certifications,Workshops,Interested subjects,Interested career area,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,Worked in teams ever?,Suggested Job Role
92.66140604,82.80123127,65.21948695,98.23915391,70.87664685,51.30621228,80.51900635,56.80664994,99.21417028,10,3.311959377,5,8.999001836,9.046574558,0,0,2,2,3,4,2,1,2,1,0,IT Project Manager
95.68913598,56.71441238,91.90528621,94.53906702,72.53110993,77.64211559,72.04928923,81.05079199,72.18552156,5,3.952138544,4,3.876585131,9.831697734,1,1,2,2,0,2,0,0,3,0,0,IT Project Manager
94.60610321,63.96315646,86.36524331,67.98620865,70.87257662,96.93869365,57.57730041,90.51640351,56.21442267,10,8.858455362,2,2.267482707,8.509178926,1,0,1,3,0,0,0,1,1,0,0,IT Project Manager
67.75573578,65.81111289,90.21800195,65.25338795,71.7248118,70.74243757,66.6043946,83.39734112,70.01342134,9,4.894868984,4,4.610116399,8.103651817,0,0,3,5,4,3,0,0,2,1,0,IT Project Manager
52.89759128,66.95792687,99.15052035,90.08955383,61.81132174,69.28270988,72.97332865,53.58146145,87.25633521,8,6.577221787,4,2.662500243,1.416431485,0,1,3,3,4,1,4,1,3,1,1,IT Project Manager
76.11196078,50.92511815,80.60444285,86.50483222,69.03683832,53.30388255,75.30023541,97.65691772,51.70218494,10,9.616689153,2,1.381196124,3.079156532,0,0,3,3,4,1,0,0,1,0,1,IT Project Manager
99.66109293,70.14824946,59.63971455,81.07685458,70.84317282,79.49430176,88.71486516,57.63575048,75.86339962,6,3.0653391,1,3.70437097,9.723600487,0,0,1,2,3,4,3,0,0,1,1,IT Project Manager
81.83734492,84.01590354,50.23684356,54.29658492,86.26281744,90.94889269,54.34088724,63.95567079,70.51724566,5,9.384436278,1,4.908841158,2.644090499,0,1,2,1,3,2,4,1,0,1,1,IT Project Manager
78.10028524,88.67540802,61.78595182,80.66908123,68.1423982,83.64173675,53.82684418,65.64361882,66.54854561,7,6.657383581,5,6.84787684,3.253748581,1,0,4,1,1,0,2,1,0,1,0,IT Project Manager
82.32792169,64.48189876,81.3863388,76.00330389,92.13694671,98.69721373,58.15529642,88.92959389,87.94689592,10,3.637380394,5,8.358257262,5.982692868,0,1,0,5,1,2,0,1,3,0,1,IT Project Manager
81.2815208,70.99866893,90.94063033,56.41001215,59.93884842,52.93157261,93.85810963,94.09946284,82.55185022,6,1.573123243,4,3.522709931,9.15818445,0,1,5,4,2,0,3,1,1,0,1,IT Project Manager
64.54316078,72.93563666,99.34298203,88.68177263,50.44454153,89.06993879,54.34479526,60.46096294,53.81641924,10,8.57850427,2,6.395723346,7.648215267,1,0,4,3,0,1,3,1,2,0,0,IT Project Manager
62.89772901,97.11420467,91.50403853,87.62000458,75.41635238,78.10563298,58.92181437,80.11149017,63.20981595,8,8.825395222,1,8.06164784,1.296376222,1,1,4,5,5,2,3,1,2,0,0,IT Project Manager
91.16344357,66.15160155,93.1597632,59.45698415,52.78614916,65.68717666,73.45878575,68.37702228,73.67196159,6,1.457357469,2,9.076714691,8.238338365,1,1,5,0,2,1,2,0,2,1,1,IT Project Manager
96.00821937,77.6758208,51.4909285,50.42693051,74.86760549,77.76527556,77.90836063,63.47135221,76.38524671,5,9.525400985,5,3.294225151,8.901603135,0,0,1,5,5,2,2,0,2,0,1,IT Project Manager
67.30385132,65.95446033,92.2100671,53.31253828,74.25029789,71.16609707,82.95753695,67.08899426,67.25571276,6,6.626332299,2,6.165818394,7.105952986,1,1,2,0,2,4,2,1,2,0,1,IT Project Manager
93.78351374,72.2203913,65.61695195,51.54586318,80.0304086,87.07746129,50.89735249,63.21470029,79.4046587,8,4.008130343,4,8.287806464,2.888855776,1,0,0,1,4,2,4,0,0,0,0,IT Project Manager
56.62384952,62.65308166,65.88504007,94.11760146,53.5482962,91.14431787,58.64023268,64.38721777,81.08059659,6,3.62340117,4,4.010722574,6.693187281,0,1,2,3,4,3,1,0,1,0,1,IT Project Manager
65.9745671,88.12129027,98.23117693,73.3321847,52.16876437,58.88974625,70.11393272,94.21850672,77.98970935,10,3.883935634,1,2.376420392,1.808921071,1,0,5,5,5,4,3,1,3,1,1,IT Project Manager
75.97281953,78.82670218,50.33486312,85.87193044,74.26139507,72.31152362,84.86346046,67.57969539,93.05153965,10,2.906746474,3,8.088166325,6.957222519,0,1,5,1,1,4,4,1,0,1,0,IT Project Manager
64.66808982,98.05058927,77.85643646,70.73815749,93.99042059,71.59345134,59.65231774,87.56666095,98.5139561,4,7.670111717,2,1.767905914,5.270673201,1,1,0,1,4,3,2,1,3,1,0,IT Project Manager
93.58761408,56.69318562,94.00721058,75.38437432,78.79054954,94.23099882,59.29254432,84.96247713,71.80787747,8,2.302576503,2,5.039427727,6.626298808,0,1,5,5,5,2,0,1,3,0,1,IT Project Manager
66.5652417,57.03074104,59.29531418,69.71583806,59.18952583,77.1764468,99.86126834,56.1040433,58.22191785,10,8.926257148,4,3.50963539,5.240942538,1,1,0,2,2,0,1,1,3,0,0,IT Project Manager
84.04384108,85.21473607,78.28904852,75.45756643,89.46227619,58.6979919,58.668442,75.89119398,96.9800779,6,4.539766661,5,3.213457319,1.155664348,1,1,0,2,3,1,4,0,3,0,1,IT Project Manager
76.80283487,73.03385102,66.86656056,62.90420944,51.3499768,93.39135049,70.72400481,86.45754845,54.19920379,10,7.611390758,4,3.558862878,5.77117884,1,0,2,3,1,0,4,1,2,0,1,IT Project Manager
97.31549465,64.73528427,83.19050735,76.21792991,98.70213846,61.07321483,71.18541842,81.18342856,95.60300322,9,2.95966573,1,5.599445255,7.800290004,0,1,5,5,5,2,1,0,0,1,0,IT Project Manager
97.61456546,85.81953042,73.08708198,95.27168628,56.24602807,69.60637391,54.60079442,92.18996061,66.83170313,6,7.67369667,4,8.646168789,7.885758809,0,1,1,4,0,1,1,0,0,0,1,IT Project Manager
54.54093396,97.00525809,68.36773847,83.70573826,51.15078888,84.0129438,64.57462668,94.9060163,93.56569779,4,1.310630248,3,2.273967133,4.365101001,0,0,3,4,5,4,2,1,0,1,1,IT Project Manager
67.96877257,68.371811,72.44200316,81.77178986,88.37326457,97.34491207,80.6890217,66.20806642,85.47486573,5,3.537542468,1,7.645715853,2.585141492,1,1,0,5,0,4,1,1,1,1,1,IT Project Manager
76.62672506,87.36575023,54.87388794,56.09664094,71.94498946,94.18548129,67.06224252,91.41514983,67.30530962,4,6.888028404,5,1.408756206,4.176978259,0,1,3,1,4,2,3,1,0,0,1,IT Project Manager
59.01014094,74.34114918,60.50662972,86.94357521,67.83499174,84.06736083,51.13570758,65.48357032,97.00666071,4,5.328379955,5,6.428754044,6.713515284,1,0,5,3,5,0,1,1,3,1,0,IT Project Manager
61.92553926,88.88310198,65.01515761,89.78117896,61.49168186,66.48470254,74.48754417,81.96432223,72.63863363,5,4.855959757,4,4.134128397,3.841119186,0,1,4,5,1,4,2,1,3,0,0,IT Project Manager
99.84798428,53.82980168,50.50856485,98.66835738,95.28641897,60.76927155,85.29344389,64.85628816,67.35307163,4,5.792354774,1,2.672843035,7.081326328,1,0,0,1,3,0,4,0,1,1,0,IT Project Manager
87.6791958,84.13096375,53.47049733,51.95210985,86.92909793,65.24530365,80.38263078,75.11518339,57.71518932,10,2.046172086,2,5.033759875,1.793987896,0,1,0,4,3,3,1,0,0,1,0,IT Project Manager
69.34780836,57.86541763,64.33660143,53.27504018,64.48570693,54.60386587,80.48639075,71.22184936,93.36336937,4,9.112169565,1,8.479629701,9.145560055,0,1,5,3,0,2,2,0,2,1,0,IT Project Manager
94.06652256,84.20617286,54.38667638,78.89015294,51.28209298,76.82430077,87.3634694,72.25104302,56.55360631,7,2.601041371,1,1.545990118,3.014543671,0,0,3,4,1,3,4,0,2,0,0,IT Project Manager
50.15869004,91.66738897,92.19216038,77.97172781,90.02903941,70.87709054,86.83698451,68.48286511,73.00036247,9,2.513951448,3,3.680394777,9.69886817,0,0,0,4,5,1,3,1,2,1,0,IT Project Manager
90.76136934,66.88500973,67.82915933,98.10798123,81.54460779,95.31784348,54.23873818,69.880428,95.23512797,6,6.123484364,1,6.665659875,6.061600162,1,1,2,3,0,0,3,1,3,0,0,IT Project Manager
70.93842658,77.12029709,95.94532032,59.80624706,97.56964768,97.4274099,90.64181562,65.57947847,62.91963398,9,7.494415855,1,6.141549272,6.347150468,0,0,1,3,2,3,3,0,2,0,0,IT Project Manager
50.44964294,50.68121949,56.46638936,74.49884578,97.54948199,84.93101885,77.19603433,99.43465533,79.3608086,9,2.819577189,1,3.561134117,2.478101687,0,0,4,0,1,1,0,0,2,1,1,IT Project Manager
97.34740642,64.91040011,94.74610873,88.30326438,64.48960147,55.83192105,51.7022818,62.22708163,56.8068069,9,9.898526884,4,1.126416555,7.902041209,0,1,2,3,1,3,4,0,2,1,1,IT Project Manager
86.35973963,50.82718725,74.44860726,98.07897772,77.3088797,93.6125012,94.57703746,90.21028479,94.02888176,6,1.809248264,4,9.742224378,3.025005422,0,1,1,5,5,2,3,1,1,0,0,IT Project Manager
92.0146403,74.69396804,50.47128033,70.59260699,71.98975593,92.74869056,88.78268629,88.98777681,91.39596972,8,2.289381061,2,4.893188531,9.34939328,1,0,4,0,0,0,1,1,1,0,1,IT Project Manager
53.32716201,53.41918895,77.27667503,83.46055127,56.31389665,95.78141218,84.62082158,97.76822746,71.43203425,7,2.069538476,2,8.263000843,7.173326814,0,0,0,4,5,0,3,0,3,1,1,IT Project Manager
96.90715324,91.32278033,98.87436782,54.32457619,84.44866885,86.05561507,92.72604889,88.30861875,90.74892789,8,2.027034807,0,5.858267655,3.042484434,0,1,5,4,3,3,3,0,2,0,0,IT Project Manager
64.15300299,52.15578138,82.25321736,91.65407098,76.24416238,56.82691746,73.80909904,51.7960553,96.75832794,7,8.357884642,3,4.258593092,6.031145494,1,0,1,3,5,4,4,1,0,1,0,Software Engineer
77.54113535,87.63777831,67.00958769,74.31872502,94.22723128,81.10675231,62.98790112,63.19241938,56.81101866,9,6.313643301,4,2.086263712,3.221569427,0,0,5,0,1,2,1,1,1,0,0,Software Engineer
50.15122578,62.54659408,72.15698819,69.10810765,83.62327305,75.64068727,78.49188578,72.90080247,68.55806382,4,7.679187109,0,3.74149979,7.657034559,1,1,5,3,1,1,2,1,3,0,0,Software Engineer
75.16834633,68.77702315,83.97675064,87.17729639,68.46816667,64.96855378,62.91739617,82.29232313,79.4177396,8,1.164118077,3,1.361140486,6.695323713,1,1,0,1,5,4,2,0,0,1,1,Software Engineer
59.54589277,96.97463803,85.32743165,74.93067373,64.12667275,78.79856862,98.58826719,72.81893385,59.80391479,8,4.724037629,1,5.143898979,9.872127998,0,0,5,4,4,3,4,1,3,0,0,Software Engineer
97.04315345,78.46364557,75.03541338,55.27037712,70.89354724,81.5191721,69.11435275,61.76349899,76.77023987,10,3.819046496,3,8.266664185,3.342338091,1,0,1,3,4,4,4,1,3,1,1,Software Engineer
92.63610131,63.56257526,52.36145656,96.56828029,70.03240443,66.89627178,81.84355932,53.50146361,98.26011534,9,6.427113371,1,7.198139227,4.325132437,1,1,3,4,4,1,0,1,3,1,1,Software Engineer
79.88906006,95.65154406,58.60692437,76.26043436,75.07878727,98.92856006,99.45543212,59.80713273,90.30492245,8,9.115480279,1,2.745129916,2.22843591,0,1,3,2,4,1,1,0,3,0,1,Software Engineer
75.61816637,63.01928356,58.74800866,51.17174883,66.34772945,90.81014097,68.52613571,83.69844869,73.19984326,4,5.627991629,4,8.945429722,5.093193759,1,1,2,5,4,2,0,0,3,0,0,Software Engineer
53.08158207,75.27869399,78.15498738,72.82836677,94.60346538,92.07978635,64.918542,95.80741719,51.17938088,4,5.160544081,5,2.714246727,6.775721676,1,0,3,5,5,0,1,0,1,0,1,Software Engineer
60.11171448,72.38672892,78.74630617,74.37104937,72.46907205,52.54726441,89.26328294,81.02699726,92.21079501,8,1.439339602,0,5.329214245,9.679461452,0,0,5,1,2,3,0,0,0,0,0,Software Engineer
81.82298477,86.80214328,80.84930827,70.19212551,56.29860351,62.22782656,80.62341029,57.6613631,92.57818029,5,2.356795225,3,2.716253348,3.08292657,0,1,2,0,3,2,2,0,1,0,1,Software Engineer
84.42867684,56.01928779,87.59923852,78.06048304,62.46037188,90.74720661,59.68396436,70.994861,93.22341503,10,5.782935491,1,2.161099463,6.175725413,0,0,2,4,3,1,2,1,2,0,1,Software Engineer
55.05183279,86.78174376,55.15071785,51.43900289,68.32634726,78.20392644,86.80752634,66.20554056,77.20958128,9,7.301277612,3,1.051230249,3.598671465,1,0,1,3,3,4,4,1,0,1,1,Software Engineer
95.07397188,74.87012259,53.01881006,94.04533152,92.68302015,72.3014792,64.31843449,67.01691322,74.11862436,10,9.286553408,5,9.165907333,8.968407013,1,0,4,1,4,2,2,1,0,0,0,Software Engineer
67.14256877,85.38479645,96.08503845,89.37133444,64.82384369,75.75140831,76.0616969,55.40059303,98.48884655,8,9.307817945,3,3.132420879,3.220501759,1,0,1,4,0,2,3,1,0,1,0,Software Engineer
93.34586673,64.76345078,74.11485909,94.54345065,70.40743541,92.46000643,80.66171914,54.52825923,79.67978318,7,2.902163012,4,3.636624784,2.012824743,1,1,0,3,2,1,0,1,3,1,0,Software Engineer
94.7699216,54.76910555,97.42840941,88.79213178,98.56530316,63.33909911,57.66350102,93.29446405,62.109235,4,2.369057517,1,3.407092321,5.409685022,1,0,2,2,0,3,3,1,1,0,0,Software Engineer
61.34878071,82.22890011,64.39088446,61.26609344,53.89451981,53.47335261,75.86562542,84.19572722,73.3805607,9,1.003519887,1,9.040449842,5.624550883,1,0,0,2,1,4,2,1,3,0,0,Software Engineer
69.21599446,80.81806562,78.86271577,74.51384573,79.63104479,54.61009137,93.9864837,93.76599967,51.90831253,7,1.646036779,0,9.47942448,9.377187887,0,1,2,1,4,3,4,1,0,0,1,Software Engineer
93.60646657,84.82790972,70.27353163,72.61679317,91.51518034,68.59543425,57.49696756,59.11466562,52.77538127,9,3.85432431,5,3.990347971,3.366622512,0,1,0,1,1,3,2,0,2,0,1,Software Engineer
89.97401675,55.22303446,85.96934607,86.572645,75.18476984,54.59907971,75.9498111,73.88780266,66.93760976,5,9.266484601,2,6.552695428,1.742966702,1,1,4,2,4,2,4,0,2,1,1,Software Engineer
71.92478471,82.65052434,65.33201764,77.2136529,88.71127572,70.67381319,65.62040889,80.48699999,76.93361003,4,5.852494475,0,9.767889416,5.857755305,1,0,2,1,1,3,0,1,1,1,0,Software Engineer
68.38629978,89.53075366,54.96319898,69.58891586,88.97420151,74.08249464,98.23893133,56.10693425,65.63613558,6,1.326821674,1,3.452888538,1.103144835,1,1,5,1,0,4,1,1,2,0,0,Software Engineer
93.19246555,55.23706797,50.79363288,98.77925837,51.73127586,89.78074732,93.43876879,73.1001688,79.49349638,8,2.3921378,3,7.527449028,2.383045602,0,1,1,4,2,1,2,0,3,0,1,Software Engineer
80.06002711,99.34772975,82.54716177,65.2592884,67.05520082,88.43974129,79.21868933,55.69053287,61.02092513,7,8.082072834,5,8.665859774,3.431752072,0,0,0,3,0,0,4,1,0,1,0,Software Engineer
92.30652475,72.61651725,80.89059054,93.41386913,91.96368567,61.85161019,79.71333108,60.94179697,56.29717505,9,1.199225675,5,4.631964832,7.170552815,0,0,2,0,3,3,0,1,3,1,0,Software Engineer
62.60474224,98.37596288,63.54324062,78.02310604,94.96092079,85.17844023,97.91597698,93.10447173,65.11351899,9,3.71126594,4,8.783322441,7.930473449,0,0,1,1,2,1,0,0,3,0,1,Software Engineer
72.24655528,69.42171161,83.77624002,97.76515977,99.28300904,98.2183295,64.16366996,55.86827484,64.70657887,9,4.663936197,3,6.128651196,5.706972041,0,1,1,2,2,4,3,0,0,1,0,Software Engineer
50.67684337,83.18341295,88.53099834,92.13108744,59.36898714,72.19326309,62.13527085,71.53200393,67.4528966,4,1.771625984,2,6.402219566,3.110685022,1,0,3,1,2,3,4,1,0,0,1,Software Engineer
61.27636968,75.56546527,65.41101353,69.81964668,97.0978966,93.51839523,64.37241781,87.39267725,52.04328794,7,2.77732196,5,4.083841211,3.5526357,1,1,2,1,0,0,2,0,0,0,0,Software Engineer
80.14815559,68.96140081,86.44463313,87.28568019,87.88026919,95.58196752,95.462509,71.86807494,69.93557378,5,7.822759042,1,6.641120076,5.197098706,0,0,3,4,2,1,4,1,2,1,0,Software Engineer
76.83432401,74.03675402,79.26804748,53.41390075,71.42826738,62.05327846,90.79984916,98.34219496,69.79695809,6,3.762117049,1,4.028623045,8.509322999,0,1,4,5,4,2,4,1,2,1,1,Software Engineer
93.38715061,89.19021775,60.73634192,87.23951181,79.42089438,93.12448944,61.42002297,89.73111388,55.25231482,10,1.234546946,5,6.705754458,3.561612657,1,0,5,4,1,0,0,1,1,1,1,Software Engineer
63.75512342,76.67648339,78.91446405,57.37811041,72.98721443,58.86312437,71.75320114,98.77357668,95.49242575,9,3.16257059,2,8.890596266,5.263981616,1,0,1,4,5,3,1,1,1,1,1,Software Engineer
94.87657098,85.65656001,85.8046458,95.21725668,82.34918394,95.07223548,76.76253722,92.51472053,72.66211626,5,4.214677314,2,7.819135139,6.510763341,0,1,0,1,3,4,1,1,1,0,0,Software Engineer
72.94661483,76.37638593,58.47740627,72.25397993,81.21015574,74.8071859,50.72128384,58.88446521,81.14399356,6,3.419542923,0,8.416424389,4.291700895,1,1,1,0,0,3,3,1,1,0,0,Software Engineer
71.56410393,73.34400095,65.22845941,70.90589034,93.33066022,54.56211537,84.83825948,95.30574132,71.76910608,6,9.154944802,2,3.653074528,9.879142995,1,1,1,0,1,1,0,1,0,1,1,Software Engineer
82.60034544,78.86664381,74.48619311,53.02897974,99.72854116,70.08978103,85.2645918,52.97507497,93.89790884,7,8.14840563,1,5.930825951,6.125424012,0,0,3,4,4,2,4,1,1,1,1,Software Engineer
96.86178347,71.45677311,77.36256718,52.49346776,84.5139044,96.32796617,61.90645797,86.72146151,92.53245989,8,5.816511697,1,3.73476144,4.333131332,1,1,0,4,5,1,1,0,3,0,1,Software Engineer
58.38657765,62.39891716,50.33909339,65.09756558,56.66404302,72.18227759,91.02275699,77.69369146,53.56244495,5,7.172560788,3,9.393340185,8.977046642,1,1,5,1,1,3,4,0,3,0,0,Software Engineer
75.21354254,96.95802433,82.13262654,77.28365709,82.50518743,76.44777024,57.78415288,90.58465969,84.63321877,4,4.439771616,3,2.686675826,6.074198548,1,1,2,3,5,0,2,1,1,1,0,Software Engineer
88.95698596,66.11575406,62.38086604,97.37965802,74.29895055,93.22902044,73.99571125,52.62064678,97.36185359,10,4.639843313,4,9.070473097,3.951061129,0,1,5,5,2,2,1,1,0,0,0,Software Engineer
91.21839247,56.12962988,71.34427057,69.95073581,86.78385529,51.4055929,94.98460418,88.44816739,80.75727136,5,5.029317709,1,2.092347925,7.177788091,1,0,1,0,5,4,2,0,1,0,0,Software Engineer
73.71430807,62.99899023,81.69500646,63.95040191,91.89702239,82.26371493,67.96402866,52.76725047,87.94541139,5,7.815811564,3,8.670476324,2.424250889,0,1,4,3,3,4,2,1,0,0,0,Software Engineer
84.03527613,70.77190369,52.75326939,73.43896808,91.32386946,58.58608484,80.84869291,72.77085769,75.76836821,10,9.642966544,2,4.820208506,4.420903164,1,0,4,0,1,4,4,1,1,1,1,Software Engineer
92.47676765,70.77580473,84.3551095,97.25381021,97.93553363,91.91965877,65.28634052,69.53278403,66.48665582,7,2.700550833,0,7.816242625,8.654782289,1,0,2,2,0,2,4,1,2,1,1,Software Engineer
91.47081604,76.93332889,57.89420278,52.96877857,66.34701219,92.03135834,52.38398595,60.69940474,63.80291602,9,9.640433735,3,9.623986917,6.74017251,1,1,2,5,4,4,4,1,2,1,1,Software Engineer
94.00632604,77.38196632,92.60947565,65.94886092,87.0293806,72.76615429,84.2294477,96.66484907,89.84241878,6,6.340344313,0,1.950708071,5.731100252,0,1,3,1,4,3,0,1,1,0,1,Software Engineer
67.80322145,60.9541443,64.08996128,91.44678167,77.90047727,75.94498752,94.98638231,75.34568491,87.65603,7,9.601844784,4,9.354865187,9.196082392,0,1,5,2,5,2,2,1,3,1,0,Software Engineer
75.85086609,76.81379508,60.23071262,95.6419397,52.1310045,83.92775937,91.07061833,60.74090109,62.56586974,4,9.185153801,2,6.492132706,7.547102241,0,0,4,2,1,2,1,1,3,1,1,Design & UX
71.68333827,69.44941617,81.46119202,91.30259757,91.65120001,60.09161204,91.85064643,61.51517485,96.06190299,10,4.240113687,1,7.442053729,9.186750536,1,0,5,0,3,1,4,0,2,0,0,Design & UX
79.27535938,58.4615451,96.6774857,73.82942131,99.30148756,69.03597073,82.10934875,97.05469534,78.00814451,4,5.018612194,5,6.853367538,4.333830036,1,1,4,3,2,3,4,0,3,1,1,Design & UX
65.48998169,68.12555733,78.95417759,88.3319448,67.41163372,76.40001552,62.75936583,77.41356999,52.57693967,8,8.523175163,3,3.111624093,6.571056761,0,0,0,5,4,4,0,0,3,0,1,Design & UX
73.59140408,53.14499481,62.94448126,56.24061143,61.15463335,84.28056656,93.87884743,78.40218081,55.53707019,6,6.562209431,4,1.054918412,4.857538743,1,0,5,1,1,1,1,0,3,0,1,Design & UX
63.4701382,67.51377654,75.10146333,79.9781281,67.88376583,82.69427478,59.59642387,68.49516682,87.03493028,8,2.493779232,4,7.252942439,5.435209615,0,1,0,1,4,4,0,0,1,0,0,Design & UX
80.14861936,90.09948445,68.67354958,80.46223488,70.50925577,86.99443909,84.41296001,54.57978599,97.19994054,4,2.082672457,4,8.054235507,8.39035744,0,0,3,3,4,3,2,0,0,1,1,Design & UX
75.9601066,69.11540574,58.00490943,51.58105211,88.65296775,62.32696356,66.88917776,83.34402742,58.24397203,10,8.446981791,2,5.753905171,7.286656878,1,1,2,2,4,0,2,0,1,1,1,Design & UX
91.07016401,90.59553165,78.27386079,90.57633255,92.34311123,93.72377553,87.86323256,51.60768227,57.89827562,6,8.269073843,5,1.69485313,7.12086356,0,0,5,4,0,1,0,0,2,0,1,Design & UX
97.86649816,51.07589754,50.75075227,58.98333655,53.33036402,61.35697879,97.85272966,58.63135559,93.02666656,10,6.089853603,4,3.585148726,1.567385273,1,1,0,3,5,3,0,0,3,1,0,Design & UX
77.18374209,59.95552192,81.08143588,97.32874294,57.23032093,85.99820252,92.09196185,66.16097732,86.95172602,9,4.386920211,0,3.319492917,2.054481161,0,1,1,3,3,4,0,1,2,1,0,Design & UX
77.49635296,77.6613509,82.85704741,80.81961133,65.91840071,77.03562095,82.46750586,97.6549888,89.12781594,4,2.760345253,0,5.332909364,1.214560415,0,1,2,1,3,1,1,0,1,1,0,Design & UX
58.62453551,64.06572093,67.00970122,77.55399735,51.24606282,51.87455454,61.18052653,74.67269235,78.26000502,10,8.230526177,0,3.125661035,3.555576177,0,1,4,5,1,2,3,1,0,0,1,Design & UX
82.87936358,59.24224953,63.53001926,81.52354151,53.50810349,96.45762212,70.69522374,91.22977057,50.23262491,9,2.439501591,2,1.75232459,3.57026861,0,0,4,3,0,3,4,0,3,1,0,Design & UX
63.37885512,78.71756502,75.13298415,99.75149637,65.56482789,61.50043738,98.71207157,80.46969985,69.91980638,5,6.202365212,3,2.82026359,5.273389577,1,1,1,3,1,3,4,0,1,1,1,Design & UX
61.38221201,94.51379583,75.12505715,86.14927432,61.72833269,63.23716538,83.48376031,74.66808263,53.91959156,5,6.382373125,4,7.750819386,1.156407199,0,0,3,2,3,4,0,0,1,1,1,Design & UX
94.34933344,70.81542265,99.58034471,83.7586935,57.69433891,87.08653962,72.62233474,95.59445576,78.72082789,8,5.664269013,1,7.219681803,3.494773424,0,0,2,2,3,1,1,0,2,1,1,Design & UX
62.81913573,93.78021002,55.51854215,67.40286942,62.19714821,97.88357009,51.50152007,62.1622712,81.89454656,4,4.152168511,2,8.562786857,1.221266631,1,0,0,0,5,0,3,0,0,0,0,Design & UX
70.7982454,89.17186955,69.70323204,53.69921181,91.73229526,71.19943977,91.2879319,95.77104485,99.7218316,7,9.682389022,1,9.36509274,2.665897775,0,0,5,0,5,2,1,1,3,1,0,Design & UX
58.96608762,55.96914627,78.59360925,71.16611967,75.76572504,60.99682104,66.81389628,87.29035308,73.00523957,9,3.913934771,2,4.951065014,2.059113842,1,0,2,3,0,3,3,1,3,0,1,Design & UX
52.51321753,84.40336661,90.60387476,65.91113571,53.07537828,68.22947099,83.58063767,76.09116151,75.04823244,7,3.968940598,3,7.418178911,3.010733167,0,0,3,1,0,3,3,0,0,1,0,Design & UX
85.312928,73.12035964,68.72582018,87.11426868,51.808071,73.79643312,98.88646585,61.18573702,84.90589577,10,2.132190625,5,9.976542522,4.081376765,0,0,1,2,2,3,4,1,3,1,1,Design & UX
82.32717531,63.04938767,86.53575543,94.51371052,83.14629067,94.87475974,57.4979423,88.86963813,81.33632919,5,3.03744838,2,8.64810832,8.727164441,1,1,0,4,3,3,3,1,0,0,1,Design & UX
51.68689938,73.02848669,77.34571987,71.7307981,77.16876323,75.74933355,69.81606836,82.72598424,90.15361979,4,5.071444847,5,9.345860215,5.364101488,0,1,0,3,2,4,0,0,3,1,0,Design & UX
80.75095547,55.53807127,99.07085014,84.51429215,88.44184485,97.31742448,56.09564404,95.11501608,81.80849111,9,3.618715806,4,7.515888434,3.75369712,0,1,4,1,2,3,2,1,0,1,0,Design & UX
87.66627947,59.74745567,59.15354401,84.21262101,98.71186332,78.32866269,89.20454623,88.01934251,74.04035368,9,2.040110795,5,6.485834753,9.774767291,1,1,2,4,3,0,1,1,1,1,1,Design & UX
96.10070818,55.66016724,63.12318079,90.15556121,87.70554782,73.30334692,90.30602926,73.84044904,75.60604445,4,4.657361024,1,6.230917277,5.604188363,1,0,5,1,2,0,3,0,1,1,0,Design & UX
94.16958949,52.20538003,79.14383285,60.83978091,73.83263623,56.48594528,51.97660347,86.50108048,94.61377379,10,9.046735802,5,8.53068402,5.167925341,1,1,1,4,0,0,4,1,3,0,1,Design & UX
87.40966788,84.6829567,66.48998674,85.09433621,70.41009704,56.78290735,53.98556677,70.07385529,75.22178664,5,9.282104201,0,3.407512776,2.578198007,0,0,2,5,2,3,2,0,3,1,1,Design & UX
94.48742273,85.25384083,88.12492528,80.16799668,89.381989,74.18730527,99.0833118,94.56886161,99.42849221,9,6.631355541,4,6.294127728,7.1351095,1,0,1,4,2,1,3,0,1,0,0,Design & UX
75.97153398,88.76253787,82.7965307,60.57908762,67.18962483,87.65373488,69.02075573,93.03471758,68.81566061,5,3.370587749,1,7.590618714,4.59289574,1,0,4,2,0,4,4,1,0,1,1,Design & UX
97.00072188,76.35337995,56.08859426,81.6366994,70.81679285,85.80782075,90.65230036,99.55394341,68.49820043,9,8.590340211,5,8.478270812,8.830349723,1,1,5,0,3,1,2,0,2,0,0,Design & UX
89.57998961,94.75189743,58.76432398,77.21910088,78.92724543,59.31433558,69.40222823,55.33465528,90.50039712,5,1.514781179,4,5.635557482,6.748473524,1,1,5,3,1,0,0,1,2,0,1,Design & UX
86.60208756,63.08787193,90.89895924,89.49226684,92.13131592,64.75269669,90.46997883,52.80055072,52.86561348,9,3.616540698,5,5.647343115,1.256729446,1,1,1,4,0,2,3,0,1,1,0,Design & UX
82.81278396,71.29880145,94.12863837,69.87099237,54.11398082,65.84760464,91.05056234,54.20083051,60.83583048,6,7.553108574,0,7.581330222,4.276337724,1,1,1,1,0,3,0,0,3,1,1,Design & UX
87.49644328,63.70806347,81.26423896,61.01478094,70.2191534,72.82754868,65.77284355,61.96606709,58.47892552,8,3.50339094,1,9.943006355,3.476273909,1,1,3,1,2,4,4,0,1,0,1,Design & UX
